date,open,high,low,close,adj_close,volume,H-L,O-C,7_DAYS_MA,14_DAYS_MA,21_DAYS_MA,7_DAYS_STD_DEV
2021-02-02,3380.0,3427.74,3361.125,3380.0,3380.0,6183716.0,66.61499999999978,0.0,3288.4871428571428,3242.884285714286,3215.419047619048,64.89069134944948
2021-02-03,3425.01,3434.0,3308.62,3312.53,3312.53,7088781.0,125.38000000000011,-112.48000000000002,3291.134285714286,3253.358571428572,3221.4142857142856,65.52789071765365
2021-02-04,3330.0,3347.0,3277.75,3331.0,3331.0,3670661.0,69.25,1.0,3291.8299999999995,3267.8964285714287,3226.7709523809526,65.985621918718
2021-02-05,3319.0,3377.0,3302.71,3352.15,3352.15,3620808.0,74.28999999999996,33.15000000000009,3308.9114285714286,3285.6035714285717,3236.950476190476,63.52181683709724
2021-02-08,3358.5,3364.9999,3304.0,3322.94,3322.94,3257391.0,60.9998999999998,-35.559999999999945,3321.0999999999995,3300.0449999999996,3244.606666666667,55.203459130746715
2021-02-09,3312.49,3338.0,3297.84,3305.0,3305.0,2179355.0,40.159999999999854,-7.489999999999782,3335.214285714286,3303.0178571428573,3250.4304761904764,25.649041474711026
2021-02-10,3314.0,3317.9548,3254.0,3286.58,3286.58,3125174.0,63.95479999999998,-27.420000000000073,3327.171428571429,3301.56,3258.6385714285716,31.09383027149271
2021-02-11,3292.0,3292.0,3248.06,3262.13,3262.13,2301417.0,43.940000000000055,-29.86999999999989,3310.3328571428574,3299.41,3265.3671428571433,29.59652215733341
2021-02-12,3250.0,3280.25,3233.31,3277.71,3277.71,2335339.0,46.940000000000055,27.710000000000036,3305.358571428572,3298.246428571428,3270.691904761905,31.994644045825016
2021-02-16,3254.05,3308.3,3253.591,3268.95,3268.95,2574721.0,54.70900000000029,14.899999999999636,3296.494285714286,3294.162142857143,3277.429047619047,32.30071147675783
2021-02-17,3263.6,3320.91,3259.4996,3308.64,3308.64,3261801.0,61.410399999999754,45.039999999999964,3290.2785714285715,3299.5950000000003,3287.1619047619047,22.507516839618315
2021-02-18,3282.42,3338.0,3273.94,3328.23,3328.23,3033607.0,64.05999999999995,45.809999999999945,3291.034285714286,3306.067142857143,3297.041428571429,23.836506215706496
2021-02-19,3328.23,3333.5,3245.75,3249.9,3249.9,4305184.0,87.75,-78.32999999999993,3283.162857142857,3309.1885714285713,3296.399523809524,27.301852021603086
2021-02-22,3208.13,3232.3199,3172.26,3180.74,3180.74,3461266.0,60.05989999999974,-27.390000000000327,3268.042857142857,3297.6071428571427,3290.387619047619,47.17133794805411
2021-02-23,3127.03,3204.73,3093.6,3194.5,3194.5,4677222.0,111.13000000000011,67.4699999999998,3258.3814285714284,3284.3571428571427,3285.7338095238097,54.880169894225546
2021-02-24,3166.75,3171.23,3125.38,3159.53,3159.53,3011275.0,45.84999999999991,-7.2199999999998,3241.4985714285713,3273.4285714285716,3279.3304761904765,65.15851630922135
2021-02-25,3136.74,3178.26,3047.76,3057.16,3057.16,4399320.0,130.5,-79.57999999999993,3211.242857142857,3253.868571428571,3266.522380952381,93.35689917627707
2021-02-26,3095.2,3122.44,3036.7,3092.93,3092.93,4246135.0,85.74000000000024,-2.269999999999982,3180.4271428571424,3235.352857142857,3259.8723809523813,91.43078870823318
2021-03-01,3127.89,3149.56,3097.99,3146.14,3146.14,2733963.0,51.570000000000164,18.25,3154.414285714286,3222.7242857142855,3255.5161904761903,64.22717126397112
2021-03-02,3143.47,3163.52,3087.1201,3094.53,3094.53,2595762.0,76.39989999999989,-48.9399999999996,3132.218571428571,3207.690714285714,3250.1985714285715,51.2686308992717
2021-03-03,3081.18,3107.775,2995.0,3005.0,3005.0,3988725.0,112.77500000000009,-76.17999999999984,3107.112857142857,3187.577857142857,3234.1090476190475,64.7932516327349
2021-03-04,3012.0,3058.13,2945.43,2977.57,2977.57,5481578.0,112.70000000000027,-34.429999999999836,3076.1228571428574,3167.2521428571426,3214.9457142857145,67.8370242356111
2021-03-05,3005.0,3009.0,2881.0001,3000.46,3000.46,5388551.0,127.9998999999998,-4.539999999999964,3053.3985714285714,3147.4485714285715,3200.085238095238,61.59617883943013
2021-03-08,3015.0,3064.59,2951.31,2951.95,2951.95,4185008.0,113.2800000000002,-63.05000000000018,3038.368571428571,3124.805714285714,3182.0352380952377,72.4118929984506
2021-03-09,3017.99,3090.96,3005.1474,3062.85,3062.85,4030032.0,85.8126000000002,44.86000000000013,3034.0714285714284,3107.2492857142856,3168.2590476190476,69.46705008577129
2021-03-10,3098.45,3116.46,3030.05,3057.64,3057.64,3012489.0,86.40999999999985,-40.809999999999945,3021.4285714285716,3087.9214285714284,3155.6257142857144,51.36673094152536
2021-03-11,3104.01,3131.7843,3082.93,3113.59,3113.59,2776391.0,48.85429999999997,9.579999999999927,3024.1514285714284,3078.1850000000004,3146.5109523809524,56.16828684960103
2021-03-12,3075.0,3098.98,3045.5,3089.49,3089.49,2421888.0,53.48000000000002,14.489999999999782,3036.2214285714285,3071.6671428571426,3137.1257142857144,60.293471296255575
2021-03-15,3074.57,3082.24,3032.09,3081.68,3081.68,2918592.0,50.149999999999636,7.109999999999673,3051.094285714286,3063.6085714285714,3128.532857142857,56.10985440994107
