date,open,high,low,close,adj_close,volume,H-L,O-C,7_DAYS_MA,14_DAYS_MA,21_DAYS_MA,7_DAYS_STD_DEV
2021-02-02,61.88,62.92,61.795,62.37,62.37,10505806.0,1.125,0.4899999999999949,61.54,61.47428571428571,61.99142857142857,0.7661157440839719
2021-02-03,62.18,62.75,61.98,62.17,62.17,9933501.0,0.7700000000000031,-0.00999999999999801,61.721428571428575,61.482142857142854,61.91619047619048,0.7391984075431216
2021-02-04,62.48,63.39,62.25,63.35,63.35,9928668.0,1.1400000000000006,0.8700000000000045,61.94285714285714,61.607142857142854,61.9347619047619,0.9644811089512367
2021-02-05,63.5,64.065,63.28,63.6,63.6,9170225.0,0.7849999999999966,0.10000000000000142,62.09285714285714,61.737142857142864,61.983809523809526,1.1402735678440532
2021-02-08,63.79,63.87,62.835,63.11,63.11,7003488.0,1.0349999999999966,-0.6799999999999997,62.362857142857145,61.86714285714286,61.98571428571429,1.1227750484953791
2021-02-09,63.08,63.845,62.91,63.67,63.67,5433736.0,0.9350000000000023,0.5900000000000034,62.82571428571429,62.017857142857146,61.99952380952381,0.8202409634340516
2021-02-10,63.84,63.9,62.93,63.27,63.27,9574591.0,0.9699999999999989,-0.5700000000000003,63.07714285714286,62.165,62.01095238095238,0.5860237277822358
2021-02-11,63.56,63.9666,62.28,62.7,62.7,7690915.0,1.6865999999999985,-0.8599999999999994,63.12428571428571,62.33214285714286,62.02428571428571,0.5302784533574926
2021-02-12,62.32,63.12,62.31,63.08,63.08,6663628.0,0.8099999999999952,0.759999999999998,63.25428571428571,62.48785714285714,62.07285714285714,0.3317055492881373
2021-02-16,63.11,63.26,62.1,62.14,62.14,7526113.0,1.1599999999999966,-0.9699999999999989,63.08142857142857,62.512142857142855,62.09857142857144,0.529698926165543
2021-02-17,61.83,62.15,61.36,62.09,62.09,6234513.0,0.7899999999999991,0.2600000000000051,62.86571428571428,62.479285714285716,62.11333333333333,0.5876182758349328
2021-02-18,61.81,62.205,61.66,62.07,62.07,6262831.0,0.5450000000000017,0.259999999999998,62.71714285714285,62.540000000000006,62.15047619047618,0.6443010239971654
2021-02-19,62.26,62.36,61.075,61.13,61.13,10905120.0,1.2849999999999966,-1.1299999999999955,62.354285714285716,62.589999999999996,62.13,0.7280306116013046
2021-02-22,62.85,64.9697,62.28,64.45,64.45,20834464.0,2.689700000000002,1.6000000000000014,62.52285714285715,62.8,62.284285714285716,1.0436109473955342
2021-02-23,64.42,65.22,64.05,64.5,64.5,18175420.0,1.1700000000000017,0.0799999999999983,62.78000000000001,62.95214285714285,62.48142857142858,1.2877370331968618
2021-02-24,64.49,65.15,64.08,64.7,64.7,10609343.0,1.0700000000000074,0.21000000000000796,63.01142857142857,63.13285714285714,62.66238095238094,1.481614306214994
2021-02-25,64.64,66.36,64.585,65.3,65.3,15294618.0,1.7750000000000057,0.6599999999999966,63.462857142857146,63.27214285714285,62.82904761904762,1.6443206731627649
2021-02-26,65.54,66.28,64.5,64.51,64.51,20357528.0,1.7800000000000011,-1.0300000000000011,63.80857142857143,63.33714285714286,62.922380952380955,1.5598015746821514
2021-03-01,64.95,66.73,64.77,66.17,66.17,11758868.0,1.960000000000008,1.2199999999999989,64.39428571428572,63.555714285714295,63.158095238095235,1.56791642148485
2021-03-02,66.15,67.42,66.0,66.66,66.66,13282034.0,1.4200000000000017,0.5099999999999909,65.1842857142857,63.769285714285715,63.4547619047619,0.8999417970597711
2021-03-03,66.25,67.54,66.2,66.91,66.91,15827615.0,1.3400000000000034,0.6599999999999966,65.53571428571429,64.0292857142857,63.71190476190476,1.0355168941621207
2021-03-04,66.675,67.31,65.31,65.61,65.61,19951123.0,2.0,-1.0649999999999977,65.69428571428571,64.23714285714286,63.86619047619048,0.9301049607948354
2021-03-05,67.3101,71.72,67.3101,69.97,69.97,34211451.0,4.409899999999993,2.6598999999999933,66.44714285714285,64.72928571428572,64.23761904761905,1.7567082311880124
2021-03-08,70.47,72.935,70.1,72.16,72.16,23300493.0,2.835000000000008,1.6899999999999977,67.42714285714285,65.44500000000001,64.65714285714287,2.6806138245167555
2021-03-09,72.4,73.22,72.0,72.64,72.64,17296384.0,1.2199999999999989,0.23999999999999488,68.58857142857143,66.19857142857143,65.08761904761904,2.953412876495169
2021-03-10,73.5,73.62,71.5,72.12,72.12,21378578.0,2.1200000000000045,-1.3799999999999955,69.43857142857142,66.91642857142857,65.51666666666668,2.9972177574734413
2021-03-11,67.65,68.1,65.43,67.41,67.41,38095367.0,2.6699999999999875,-0.2400000000000091,69.54571428571428,67.365,65.6947619047619,2.8929273360090475
