date,open,high,low,close,adj_close,volume,H-L,O-C,7_DAYS_MA,14_DAYS_MA,21_DAYS_MA,7_DAYS_STD_DEV
2021-02-02,1.38,1.39,1.36,1.37,1.37,16318577.0,0.029999999999999805,-0.009999999999999787,1.4042857142857144,1.4646428571428574,1.4852380952380952,0.04035556254807282
2021-02-03,1.32,1.35,1.31,1.3499,1.3499,17669415.0,0.040000000000000036,0.029900000000000038,1.3885571428571428,1.45035,1.478090476190476,0.036270826529634516
2021-02-04,1.36,1.39,1.34,1.37,1.37,10494971.0,0.04999999999999982,0.010000000000000009,1.382842857142857,1.4396357142857144,1.4699952380952381,0.03547167213156862
2021-02-05,1.37,1.39,1.36,1.37,1.37,13496093.0,0.029999999999999805,0.0,1.378557142857143,1.428207142857143,1.4614238095238097,0.034860285767754386
2021-02-08,1.34,1.36,1.33,1.34,1.34,13562976.0,0.030000000000000027,0.0,1.3685571428571432,1.41535,1.4519000000000002,0.03437401427158058
2021-02-09,1.35,1.38,1.33,1.35,1.35,16463556.0,0.04999999999999982,0.0,1.3699857142857146,1.4017785714285715,1.443804761904762,0.033176318289377206
2021-02-10,1.35,1.39,1.34,1.35,1.35,16463556.0,0.04999999999999982,0.0,1.3571285714285715,1.39035,1.4364238095238095,0.012545213467786798
2021-02-11,1.34,1.36,1.32,1.34,1.34,18132372.0,0.040000000000000036,0.0,1.3528428571428572,1.3785642857142857,1.4273761904761906,0.012539518483956087
2021-02-12,1.34,1.36,1.32,1.36,1.36,9477887.0,0.040000000000000036,0.020000000000000018,1.3542857142857143,1.3714214285714286,1.4183285714285714,0.012724180205605265
2021-02-16,1.4,1.57,1.4,1.515,1.515,37522831.0,0.17000000000000015,0.11499999999999999,1.375,1.3789214285714286,1.4180904761904762,0.06264982043070819
2021-02-17,1.48,1.51,1.46,1.47,1.47,21224568.0,0.050000000000000044,-0.010000000000000009,1.3892857142857145,1.3839214285714285,1.4152333333333333,0.07202016913271424
2021-02-18,1.44,1.44,1.36,1.37,1.37,17969276.0,0.07999999999999985,-0.06999999999999984,1.3935714285714287,1.3810642857142859,1.4080904761904762,0.06944507936217698
2021-02-19,1.41,1.46,1.4,1.425,1.425,13116910.0,0.06000000000000005,0.015000000000000124,1.4042857142857144,1.3871357142857144,1.4026142857142858,0.06735654951008695
2021-02-22,1.45,1.56,1.44,1.49,1.49,19645005.0,0.1200000000000001,0.040000000000000036,1.4242857142857144,1.3907071428571427,1.4016619047619048,0.06930780207575117
2021-02-23,1.57,1.59,1.47,1.57,1.57,20227420.0,0.1200000000000001,0.0,1.4571428571428573,1.404992857142857,1.4047571428571428,0.07680370774780121
2021-02-24,1.57,1.73,1.56,1.71,1.71,26749870.0,0.16999999999999993,0.1399999999999999,1.507142857142857,1.4307142857142858,1.4166619047619047,0.10984296149720477
2021-02-25,1.7,1.73,1.55,1.71,1.71,26749870.0,0.17999999999999994,0.010000000000000009,1.5350000000000001,1.455,1.4309476190476191,0.1341951315560054
2021-02-26,1.6,1.6,1.5,1.59,1.59,28791493.0,0.10000000000000009,-0.010000000000000009,1.5521428571428573,1.4707142857142856,1.439995238095238,0.13215701339874658
2021-03-01,1.61,1.64,1.58,1.61,1.61,9186830.0,0.05999999999999983,0.0,1.5864285714285715,1.49,1.4495190476190476,0.10546382814794565
2021-03-02,1.59,1.61,1.58,1.58,1.58,7058729.0,0.030000000000000027,-0.010000000000000009,1.6085714285714285,1.5064285714285717,1.4609476190476192,0.07883074092183913
2021-03-03,1.63,1.64,1.59,1.6,1.6,7900766.0,0.04999999999999982,-0.029999999999999805,1.624285714285714,1.5242857142857142,1.4685666666666666,0.05996030432910201
